ProID,Info,,time,Value,
GenTime,2021-12-22 20:44:49,,0.0,0.0,
Record Length,87500 Points,,8.0E-5,-0.8,
Sample Interval,8.0E-5 s,,1.6E-4,-0.8,
Trigger Time,0s,,2.4E-4,-0.8,
Source,CH2,,3.2E-4,-3.2,
Vertical Units,(V)/grid,,4.0E-4,-2.4,
Vertical Scale,20.0,,4.8E-4,-2.4,
Vertical Offset,-44,,5.5999996E-4,-1.6,
Horizontal Units,s/grid,,6.4E-4,-1.6,
Horizontal Scale,0.5,,7.2E-4,-1.6,
Probe Atten,10.0,,8.0E-4,-1.6,
,,,0.029679999,-7.2000003,
,,,0.02976,-6.4,
,,,0.02984,18.4,
,,,0.029919999,10.8,
,,,0.03,8.400001,
,,,0.03008,7.6,
,,,0.030159999,6.0,
,,,0.03024,6.0,
,,,0.03032,5.2000003,
,,,0.030399999,-16.4,
,,,0.03048,-9.6,
,,,0.03056,-7.2000003,
,,,0.030639999,-6.4,
,,,0.03072,-6.4,
,,,0.0308,-5.6,
,,,0.030879999,-5.6,
,,,0.03096,10.8,
,,,0.03104,8.400001,
,,,0.031119999,6.0,
,,,0.0312,4.4,
,,,0.03128,3.2,
,,,0.03136,3.2,
,,,0.03144,3.2,
,,,0.031519998,2.4,
,,,0.0316,-8.8,
,,,0.03168,-6.4,
,,,0.03176,-4.8,
,,,0.03184,-4.8,
,,,0.03192,-4.0,
,,,0.031999998,-4.0,
,,,0.03208,-4.0,
,,,0.03216,6.8,
,,,0.03224,4.4,
,,,0.03232,2.4,
,,,0.0324,2.4,
,,,0.032479998,1.6,
,,,0.03256,1.6,
,,,0.03264,1.6,
,,,0.03272,-7.2000003,
,,,0.0328,-6.4,
,,,0.03288,-4.8,
,,,0.032959998,-4.0,
,,,0.03304,-4.0,
,,,0.03312,-3.2,
,,,0.0332,-3.2,
,,,0.03328,-3.2,
,,,0.03336,3.2,
,,,0.033439998,1.6,
,,,0.03352,0.8,
,,,0.0336,0.8,
,,,0.03368,0.0,
,,,0.03376,0.0,
,,,0.03384,0.0,
,,,0.033919998,-4.8,
,,,0.033999998,-4.0,
,,,0.03408,-3.2,
,,,0.03416,-3.2,
,,,0.03424,-2.4,
,,,0.03432,-2.4,
,,,0.034399997,-2.4,
,,,0.034479998,-2.4,
,,,0.03456,0.8,
,,,0.03464,0.0,
,,,0.03472,0.0,
,,,0.0348,0.0,
,,,0.034879997,0.0,
,,,0.034959998,0.0,
,,,0.03504,-0.8,
,,,0.03512,-4.0,
,,,0.0352,-3.2,
,,,0.03528,-2.4,
,,,0.035359997,-2.4,
,,,0.035439998,-2.4,
,,,0.03552,-2.4,
,,,0.0356,-2.4,
,,,0.03568,0.8,
,,,0.03576,0.0,
,,,0.035839997,0.0,
,,,0.035919998,0.0,
,,,0.036,0.0,
,,,0.03608,-0.8,
,,,0.03616,-0.8,
,,,0.03624,-0.8,
,,,0.03632,-3.2,
,,,0.036399998,-2.4,
,,,0.03648,-2.4,
,,,0.03656,-2.4,
,,,0.03664,-2.4,
,,,0.03672,-1.6,
,,,0.0368,-1.6,
,,,0.036879998,0.8,
,,,0.03696,0.8,
,,,0.03704,0.0,
,,,0.03712,0.0,
,,,0.0372,0.0,
,,,0.03728,0.0,
,,,0.037359998,-0.8,
,,,0.03744,-3.2,
,,,0.03752,-2.4,
,,,0.0376,-2.4,
,,,0.03768,-1.6,
,,,0.03776,-1.6,
,,,0.037839998,-1.6,
,,,0.03792,-1.6,
,,,0.038,0.8,
,,,0.03808,0.8,
,,,0.03816,0.0,
,,,0.03824,0.0,
,,,0.038319997,0.0,
,,,0.038399998,0.0,
,,,0.03848,0.0,
,,,0.03856,-10.8,
